date,julian_day,trt,block,plot,subplot,plant_ID,taxon,functional group,cover,notes
6.18.2019,169,P,3,31,B,311,ACHILLEA MILLEFOLIUM,FORB,1,
6.18.2019,169,P,3,31,B,312,BARE GROUND,BARE GROUND,8,
6.18.2019,169,P,3,31,B,313,LITTER,LITTER,50,
6.18.2019,169,P,3,31,B,314,PANICUM SP,GRASS,2,
6.18.2019,169,P,3,31,B,315,POA PRATENSIS,GRASS,3,
6.18.2019,169,P,3,31,B,316,RUMEX ACETOSELLA,FORB,0.5,
6.18.2019,169,P,3,31,B,317,SCHIZACHYRIUM SCOPARIUM,GRASS,8,
6.18.2019,169,P,3,31,B,318,SOLIDAGO SP,FORB,30,
6.18.2019,169,N10,3,32,C,319,AGROPYRON REPENS,GRASS,8,
6.18.2019,169,N10,3,32,C,320,ANDROPOGON GERARDII,GRASS,16,
6.18.2019,169,N10,3,32,C,321,LITTER,LITTER,75,
6.18.2019,169,N10,3,32,C,322,POA PRATENSIS,GRASS,3,
6.18.2019,169,N10,3,32,C,323,RUMEX ACETOSELLA,FORB,0.5,
6.18.2019,169,N10,3,32,C,324,SOLIDAGO SP,FORB,2,
6.18.2019,169,NPK,3,33,B,325,AGROPYRON REPENS,GRASS,80,
6.18.2019,169,NPK,3,33,B,326,LITTER,LITTER,60,
6.18.2019,169,NPK,3,33,B,327,POA PRATENSIS,GRASS,3,
6.18.2019,169,N5,3,34,C,328,ACHILLEA MILLEFOLIUM,FORB,1,
6.18.2019,169,N5,3,34,C,329,ANDROPOGON GERARDII,GRASS,4,
6.18.2019,169,N5,3,34,C,330,CAREX SP,GRAMINOID,5,
6.18.2019,169,N5,3,34,C,331,EQUISETUM LAEVIGATUM,FORB,1,
6.18.2019,169,N5,3,34,C,332,LITTER,LITTER,50,
6.18.2019,169,N5,3,34,C,333,POA PRATENSIS,GRASS,7,
6.18.2019,169,N5,3,34,C,334,RUMEX ACETOSELLA,FORB,1,
6.18.2019,169,N5,3,34,C,335,SCHIZACHYRIUM SCOPARIUM,GRASS,2,
6.18.2019,169,N5,3,34,C,336,SOLIDAGO SP,FORB,30,
6.18.2019,169,NP,3,35,B,337,AGROPYRON REPENS,GRASS,45,
6.18.2019,169,NP,3,35,B,338,BARE GROUND,BARE GROUND,3,
6.18.2019,169,NP,3,35,B,339,LITTER,LITTER,55,
6.18.2019,169,NP,3,35,B,340,VERBASCUM THAPSUS,FORB,0.25,
6.18.2019,169,NPK_H,3,36,C,341,AGROPYRON REPENS,GRASS,60,
6.18.2019,169,NPK_H,3,36,C,342,LITTER,LITTER,60,
6.18.2019,169,NPK_H,3,36,C,343,POA PRATENSIS,GRASS,1,
6.18.2019,169,NPK_H,3,36,C,344,POLYGONUM CONVULVULUS,FORB,1,
6.18.2019,169,C,4,39,A,345,AGROPYRON REPENS,GRASS,3,
6.18.2019,169,C,4,39,A,346,ANDROPOGON GERARDII,GRASS,15,
6.18.2019,169,C,4,39,A,347,ANEMONE CYLINDRICA,FORB,1,
6.18.2019,169,C,4,39,A,348,ASCLEPIAS OVALIFOLIA,FORB,0.5,
6.18.2019,169,C,4,39,A,349,CAREX SP,GRAMINOID,10,
6.18.2019,169,C,4,39,A,350,LITTER,LITTER,70,
6.18.2019,169,C,4,39,A,351,PANICUM OLIGOSANTHES,GRASS,2,
6.18.2019,169,N1,4,43,A,352,ACHILLEA MILLEFOLIUM,FORB,2,
6.18.2019,169,N1,4,43,A,353,AGROPYRON REPENS,GRASS,10,
6.18.2019,169,N1,4,43,A,354,ANDROPOGON GERARDII,GRASS,15,
6.18.2019,169,N1,4,43,A,355,ASCLEPIAS OVALIFOLIA,FORB,2,
6.18.2019,169,N1,4,43,A,356,CAREX SP,GRAMINOID,8,
6.18.2019,169,N1,4,43,A,357,EQUISETUM LAEVIGATUM,FORB,1,
6.18.2019,169,N1,4,43,A,358,LITTER,LITTER,60,
6.18.2019,169,N1,4,43,A,359,PANICUM OLIGOSANTHES,GRASS,0.5,
6.18.2019,169,N1,4,43,A,360,POA PRATENSIS,GRASS,5,
6.18.2019,169,N1,4,43,A,361,SOLIDAGO SP,FORB,2,
6.18.2019,169,N10,4,44,A,362,AGROPYRON REPENS,GRASS,22,
6.18.2019,169,N10,4,44,A,363,ANDROPOGON GERARDII,GRASS,12,
6.18.2019,169,N10,4,44,A,364,CAREX SP,GRAMINOID,4,
6.18.2019,169,N10,4,44,A,365,LITTER,LITTER,60,
6.18.2019,169,N10,4,44,A,366,POA PRATENSIS,GRASS,2,
6.18.2019,169,N10,4,44,A,367,RUMEX ACETOSELLA,FORB,1,
6.18.2019,169,NPK,4,45,A,368,AGROPYRON REPENS,GRASS,40,
6.18.2019,169,NPK,4,45,A,369,ANDROPOGON GERARDII,GRASS,3,
6.18.2019,169,NPK,4,45,A,370,LITTER,LITTER,60,
6.18.2019,169,NPK,4,45,A,371,POA PRATENSIS,GRASS,5,
6.18.2019,169,N5,4,48,D,372,ACHILLEA MILLEFOLIUM,FORB,1,
6.18.2019,169,N5,4,48,D,373,AGROPYRON REPENS,GRASS,15,
6.18.2019,169,N5,4,48,D,374,ANDROPOGON GERARDII,GRASS,4,
6.18.2019,169,N5,4,48,D,375,ASCLEPIAS SYRIACA,FORB,0.5,
6.18.2019,169,N5,4,48,D,376,CAREX SP,GRAMINOID,25,
6.18.2019,169,N5,4,48,D,377,LITTER,LITTER,50,
6.18.2019,169,N5,4,48,D,378,MYSTERY FORB,FORB,0.5,Hairy stem thin leaves. See pic
6.18.2019,169,N5,4,48,D,379,MYSTERY FORB,FORB,0.5,Hairy stem fat leaves. See pic
6.18.2019,169,N5,4,48,D,380,PANICUM SP,GRASS,2,
6.18.2019,169,N5,4,48,D,381,POA PRATENSIS,GRASS,4,
6.18.2019,169,N10,5,50,B,382,ANDROPOGON GERARDII,GRASS,30,
6.18.2019,169,N10,5,50,B,383,LITTER,LITTER,65,
6.18.2019,169,N10,5,50,B,384,POA PRATENSIS,GRASS,4,
6.18.2019,169,N10,5,50,B,385,RUMEX ACETOSELLA,FORB,2,
6.18.2019,169,N1,5,55,A,386,ACHILLEA MILLEFOLIUM,FORB,4,
6.18.2019,169,N1,5,55,A,387,ANDROPOGON GERARDII,GRASS,8,
6.18.2019,169,N1,5,55,A,388,CAREX SP,GRAMINOID,2,
6.18.2019,169,N1,5,55,A,389,EQUISETUM LAEVIGATUM,FORB,1,
6.18.2019,169,N1,5,55,A,390,LITTER,LITTER,70,
6.18.2019,169,N1,5,55,A,391,POA PRATENSIS,GRASS,3,
6.18.2019,169,N1,5,55,A,392,SOLIDAGO SP,FORB,10,
6.18.2019,169,NPK,5,56,A,393,ACHILLEA MILLEFOLIUM,FORB,0.5,
6.18.2019,169,NPK,5,56,A,394,ANDROPOGON GERARDII,GRASS,10,
6.18.2019,169,NPK,5,56,A,395,CAREX SP,GRAMINOID,3,
6.18.2019,169,NPK,5,56,A,396,LITTER,LITTER,50,
6.18.2019,169,NPK,5,56,A,397,POA PRATENSIS,GRASS,25,
6.18.2019,169,NPK,5,56,A,398,SMILACINA RACEMOSA,FORB,0.5,
6.18.2019,169,NPK,5,56,A,399,SOLIDAGO SP,FORB,20,
6.18.2019,169,C,5,58,C,400,ANDROPOGON GERARDII,GRASS,8,
6.18.2019,169,C,5,58,C,401,CAREX SP,GRAMINOID,6,
6.18.2019,169,C,5,58,C,402,LITTER,LITTER,80,
6.18.2019,169,C,5,58,C,403,PANICUM OLIGOSANTHES,GRASS,0.5,
6.18.2019,169,C,5,58,C,404,SCHIZACHYRIUM SCOPARIUM,GRASS,6,
6.18.2019,169,N5,5,59,B,405,AGROPYRON REPENS,GRASS,20,
6.18.2019,169,N5,5,59,B,406,ANDROPOGON GERARDII,GRASS,8,
6.18.2019,169,N5,5,59,B,407,CAREX SP,GRAMINOID,6,
6.18.2019,169,N5,5,59,B,408,LITTER,LITTER,60,
6.18.2019,169,N5,5,59,B,409,POA PRATENSIS,GRASS,3,
6.18.2019,169,N5,5,59,B,410,RUMEX ACETOSELLA,FORB,0.5,
6.18.2019,169,N5,5,59,B,411,SMILACINA RACEMOSA,FORB,2,
6.18.2019,169,N5,5,59,B,412,SOLIDAGO SP,FORB,1,
6.4.2019,155,NPK_H,1,1,A,413,ANDROPOGON GERARDII,GRASS,1,
6.4.2019,155,NPK_H,1,1,A,414,CAREX SP,GRAMINOID,2,
6.4.2019,155,NPK_H,1,1,A,415,LITTER,LITTER,95,
6.4.2019,155,NPK_H,1,1,A,416,POA PRATENSIS,GRASS,2,
6.4.2019,155,NPK_H,1,1,A,417,RUMEX ACETOSELLA,FORB,1,
6.4.2019,155,NP,1,2,A,418,ACHILLEA MILLEFOLIUM,FORB,3,
6.4.2019,155,NP,1,2,A,419,AGROPYRON REPENS,GRASS,10,
6.4.2019,155,NP,1,2,A,420,BARE GROUND,BARE GROUND,15,
6.4.2019,155,NP,1,2,A,421,LITTER,LITTER,50,
6.4.2019,155,NP,1,2,A,422,POA PRATENSIS,GRASS,20,
6.4.2019,155,NPK,1,3,D,423,AGROPYRON REPENS,GRASS,30,
6.4.2019,155,NPK,1,3,D,424,BERTEROA INCANA,FORB,2,
6.4.2019,155,NPK,1,3,D,425,LITTER,LITTER,40,
6.4.2019,155,NPK,1,3,D,426,POA PRATENSIS,GRASS,25,
6.4.2019,155,NPK,1,3,D,427,RUMEX ACETOSELLA,FORB,1,
6.4.2019,155,K,1,4,B,428,ACHILLEA MILLEFOLIUM,FORB,1,
6.4.2019,155,K,1,4,B,429,ANDROPOGON GERARDII,GRASS,0.5,
6.4.2019,155,K,1,4,B,430,CAREX SP,GRAMINOID,0.25,
6.4.2019,155,K,1,4,B,431,LESPEDEZA CAPITATA,FORB,0.25,
6.4.2019,155,K,1,4,B,432,LITTER,LITTER,95,
6.4.2019,155,K,1,4,B,433,PANICUM OLIGOSANTHES,GRASS,0.25,
6.4.2019,155,K,1,4,B,434,POA PRATENSIS,GRASS,1,
6.4.2019,155,K,1,4,B,435,SCHIZACHYRIUM SCOPARIUM,GRASS,0.5,
6.4.2019,155,K,1,4,B,436,SOLIDAGO SP,FORB,2,
6.4.2019,155,PK,1,6,B,437,ACHILLEA MILLEFOLIUM,FORB,0.5,
6.4.2019,155,PK,1,6,B,438,AGROPYRON REPENS,GRASS,2,
6.4.2019,155,PK,1,6,B,439,ANDROPOGON GERARDII,GRASS,0.25,
6.4.2019,155,PK,1,6,B,440,EQUISETUM LAEVIGATUM,FORB,0.25,
6.4.2019,155,PK,1,6,B,441,LITTER,LITTER,95,
6.4.2019,155,PK,1,6,B,442,POA PRATENSIS,GRASS,2,
6.4.2019,155,P,1,8,A,443,ACHILLEA MILLEFOLIUM,FORB,1,
6.4.2019,155,P,1,8,A,444,ANDROPOGON GERARDII,GRASS,0.5,
6.4.2019,155,P,1,8,A,445,BARE GROUND,BARE GROUND,5,
6.4.2019,155,P,1,8,A,446,CAREX SP,GRAMINOID,0.25,
6.4.2019,155,P,1,8,A,447,LITTER,LITTER,90,
6.4.2019,155,P,1,8,A,448,PANICUM OLIGOSANTHES,GRASS,0.5,
6.4.2019,155,P,1,8,A,449,POA PRATENSIS,GRASS,1,
6.4.2019,155,P,1,8,A,450,RUMEX ACETOSELLA,FORB,0.25,
6.4.2019,155,P,1,8,A,451,SISYRINCHIUM CAMPESTRE,FORB,0.5,Questionable ID. Watch as it grows and see pics
6.4.2019,155,P,1,8,A,452,SOLIDAGO SP,FORB,1.5,
6.4.2019,155,P,1,8,A,453,SOLIDAGO SP (Long and thin leaves),FORB,1.5,
6.4.2019,155,C_H,1,10,D,454,ACHILLEA MILLEFOLIUM,FORB,1,
6.4.2019,155,C_H,1,10,D,455,ANDROPOGON GERARDII,GRASS,1,
6.4.2019,155,C_H,1,10,D,456,ANTENNARIA NEGLECTA,FORB,0.5,
6.4.2019,155,C_H,1,10,D,457,CAREX SP,GRAMINOID,0.5,
6.4.2019,155,C_H,1,10,D,458,EQUISETUM LAEVIGATUM,FORB,0.5,
6.4.2019,155,C_H,1,10,D,459,LITTER,LITTER,95,
6.4.2019,155,C_H,1,10,D,460,POA PRATENSIS,GRASS,2,
6.4.2019,155,C_H,1,10,D,461,SOLIDAGO SP,FORB,0.25,
6.4.2019,155,NK,1,12,D,462,AGROPYRON REPENS,GRASS,35,
6.4.2019,155,NK,1,12,D,463,BARE GROUND,BARE GROUND,2,
6.4.2019,155,NK,1,12,D,464,BRYOPHYTE,BRYOPHYTE,2,
6.4.2019,155,NK,1,12,D,465,ERIGERON CANADENSIS,FORB,0.5,
6.4.2019,155,NK,1,12,D,466,LITTER,LITTER,25,
6.4.2019,155,NK,1,12,D,467,POA PRATENSIS,GRASS,30,
6.4.2019,155,NK,1,12,D,468,RUMEX ACETOSELLA,FORB,3,
6.4.2019,155,NK,1,12,D,469,SCHIZACHYRIUM SCOPARIUM,GRASS,3,
6.4.2019,155,NK,2,14,B,470,AGROPYRON REPENS,GRASS,30,
6.4.2019,155,NK,2,14,B,471,BARE GROUND,BARE GROUND,25,
6.4.2019,155,NK,2,14,B,472,ERIGERON CANADENSIS,FORB,5,
6.4.2019,155,NK,2,14,B,473,LITTER,LITTER,20,
6.4.2019,155,NK,2,14,B,474,POA PRATENSIS,GRASS,20,
6.4.2019,155,PK,2,15,B,475,AGROPYRON REPENS,GRASS,7,
6.4.2019,155,PK,2,15,B,476,LITTER,LITTER,90,
6.4.2019,155,PK,2,15,B,477,POA PRATENSIS,GRASS,3,
6.4.2019,155,NP,2,16,A,478,AGROPYRON REPENS,GRASS,22,
6.4.2019,155,NP,2,16,A,479,ANDROPOGON GERARDII,GRASS,1,
6.4.2019,155,NP,2,16,A,480,LITTER,LITTER,65,
6.4.2019,155,NP,2,16,A,481,POA PRATENSIS,GRASS,12,
6.4.2019,155,NPK,2,18,B,482,AGROPYRON REPENS,GRASS,50,
6.4.2019,155,NPK,2,18,B,483,ANDROPOGON GERARDII,GRASS,0.5,
6.4.2019,155,NPK,2,18,B,484,LITTER,LITTER,45,
6.4.2019,155,NPK,2,18,B,485,POA PRATENSIS,GRASS,2,
6.4.2019,155,NPK,2,18,B,486,POLYGONUM CONVULVULUS,FORB,0.25,
6.4.2019,155,NPK,2,18,B,487,SOLIDAGO SP,FORB,0.25,
6.4.2019,155,P,2,19,D,488,ACHILLEA MILLEFOLIUM,FORB,0.5,
6.4.2019,155,P,2,19,D,489,AGROPYRON REPENS,GRASS,20,
6.4.2019,155,P,2,19,D,490,AGROSTIS SP,GRASS,0.25,
6.4.2019,155,P,2,19,D,491,ANDROPOGON GERARDII,GRASS,2,
6.4.2019,155,P,2,19,D,492,BARE GROUND,BARE GROUND,5,
6.4.2019,155,P,2,19,D,493,CAREX SP,GRAMINOID,0.25,
6.4.2019,155,P,2,19,D,494,ERIGERON CANADENSIS,FORB,0.25,
6.4.2019,155,P,2,19,D,495,LITTER,LITTER,60,
6.4.2019,155,P,2,19,D,496,POA PRATENSIS,GRASS,12,
6.4.2019,155,P,2,19,D,497,RUMEX ACETOSELLA,FORB,0.5,
6.4.2019,155,P,2,19,D,498,TRIFOLIUM REPENS,LEGUME,0.25,
6.4.2019,155,C_H,2,21,C,499,AGROPYRON REPENS,GRASS,20,
6.4.2019,155,C_H,2,21,C,500,LITTER,LITTER,75,
6.4.2019,155,C_H,2,21,C,501,POA PRATENSIS,GRASS,4,
6.4.2019,155,C_H,2,21,C,502,POLYGONUM CONVULVULUS,FORB,0.5,
6.4.2019,155,C_H,2,21,C,503,SCHIZACHYRIUM SCOPARIUM,GRASS,0.25,
6.4.2019,155,C_H,2,21,C,504,UNKNOWN FORB,FORB,0.25,
6.4.2019,155,K,2,22,C,505,ACHILLEA MILLEFOLIUM,FORB,0.25,
6.4.2019,155,K,2,22,C,506,AGROPYRON REPENS,GRASS,20,
6.4.2019,155,K,2,22,C,507,BARE GROUND,BARE GROUND,3,
6.4.2019,155,K,2,22,C,508,CAREX SP,GRAMINOID,0.25,
6.4.2019,155,K,2,22,C,509,EQUISETUM LAEVIGATUM,FORB,0.25,
6.4.2019,155,K,2,22,C,510,LITTER,LITTER,70,
6.4.2019,155,K,2,22,C,511,PANICUM OLIGOSANTHES,GRASS,2,
6.4.2019,155,K,2,22,C,512,POA PRATENSIS,GRASS,1,
6.4.2019,155,K,2,22,C,513,UNKNOWN FORB,FORB,0.25,
6.4.2019,155,NPK_H,2,23,C,514,AGROPYRON REPENS,GRASS,25,
6.4.2019,155,NPK_H,2,23,C,515,BARE GROUND,BARE GROUND,7,
6.4.2019,155,NPK_H,2,23,C,516,CHENOPODIUM ALBUM,FORB,0.5,
6.4.2019,155,NPK_H,2,23,C,517,ERIGERON CANADENSIS,FORB,1,
6.4.2019,155,NPK_H,2,23,C,518,LITTER,LITTER,50,
6.4.2019,155,NPK_H,2,23,C,519,LYCHNIS ALBA,FORB,4,
6.4.2019,155,NPK_H,2,23,C,520,POA PRATENSIS,GRASS,5,
6.4.2019,155,NPK_H,2,23,C,521,POLYGONUM CONVULVULUS,FORB,2,
6.4.2019,155,NPK_H,2,23,C,522,POTENTILLA NORVEGICA,FORB,5,
6.4.2019,155,NPK_H,2,23,C,523,VERBASCUM THAPSUS,FORB,0.5,
6.4.2019,155,NK,3,25,D,524,ACHILLEA MILLEFOLIUM,FORB,5,
6.4.2019,155,NK,3,25,D,525,AGROPYRON REPENS,GRASS,15,
6.4.2019,155,NK,3,25,D,526,BARE GROUND,BARE GROUND,20,
6.4.2019,155,NK,3,25,D,527,LITTER,LITTER,55,
6.4.2019,155,NK,3,25,D,528,POA PRATENSIS,GRASS,5,
6.4.2019,155,NK,3,25,D,529,RUMEX ACETOSELLA,FORB,0.5,
6.4.2019,155,NK,3,25,D,530,SCHIZACHYRIUM SCOPARIUM,GRASS,0.5,
6.4.2019,155,C_H,3,27,B,531,AGROPYRON REPENS,GRASS,30,
6.4.2019,155,C_H,3,27,B,532,LITTER,LITTER,65,
6.4.2019,155,C_H,3,27,B,533,POA PRATENSIS,GRASS,4,
6.4.2019,155,C_H,3,27,B,534,POLYGONUM CONVULVULUS,FORB,0.5,
6.4.2019,155,PK,3,28,D,535,ACHILLEA MILLEFOLIUM,FORB,0.5,
6.4.2019,155,PK,3,28,D,536,ANDROPOGON GERARDII,GRASS,1,
6.4.2019,155,PK,3,28,D,537,ANEMONE CANADENSIS,FORB,1,
6.4.2019,155,PK,3,28,D,538,EQUISETUM LAEVIGATUM,FORB,1,
6.4.2019,155,PK,3,28,D,539,LITTER,LITTER,80,
6.4.2019,155,PK,3,28,D,540,POA PRATENSIS,GRASS,5,
6.4.2019,155,PK,3,28,D,541,SOLIDAGO SP,FORB,10,
6.4.2019,155,K,3,30,D,542,ACHILLEA MILLEFOLIUM,FORB,5,
6.4.2019,155,K,3,30,D,543,AGROPYRON REPENS,GRASS,30,
6.4.2019,155,K,3,30,D,544,ANDROPOGON GERARDII,GRASS,2,
6.4.2019,155,K,3,30,D,545,LITTER,LITTER,50,
6.4.2019,155,K,3,30,D,546,POA PRATENSIS,GRASS,10,
6.4.2019,155,K,3,30,D,547,RUMEX ACETOSELLA,FORB,1,
6.4.2019,155,K,3,30,D,548,SOLIDAGO SP,FORB,1,
6.4.2019,155,P,3,31,B,549,ACHILLEA MILLEFOLIUM,FORB,1,
6.4.2019,155,P,3,31,B,550,BARE GROUND,BARE GROUND,10,
6.4.2019,155,P,3,31,B,551,LITTER,LITTER,75,
6.4.2019,155,P,3,31,B,552,RUMEX ACETOSELLA,FORB,1,
6.4.2019,155,P,3,31,B,553,SCHIZACHYRIUM SCOPARIUM,GRASS,0.5,
6.4.2019,155,P,3,31,B,554,SOLIDAGO SP,FORB,15,
6.4.2019,155,NPK,3,33,B,555,AGROPYRON REPENS,GRASS,82,
6.4.2019,155,NPK,3,33,B,556,LITTER,LITTER,15,
6.4.2019,155,NPK,3,33,B,557,MYS WAXY FORB,FORB,1,See pictures. Unknown ID
6.4.2019,155,NPK,3,33,B,558,POA PRATENSIS,GRASS,1,
6.4.2019,155,NPK,3,33,B,559,POLYGONUM CONVULVULUS,FORB,0.25,
6.4.2019,155,NP,3,35,B,560,AGROPYRON REPENS,GRASS,30,
6.4.2019,155,NP,3,35,B,561,BARE GROUND,BARE GROUND,5,
6.4.2019,155,NP,3,35,B,562,LITTER,LITTER,60,
6.4.2019,155,NP,3,35,B,563,POA PRATENSIS,GRASS,5,
6.4.2019,155,NP,3,35,B,564,RUMEX ACETOSELLA,FORB,0.5,
6.4.2019,155,NPK_H,3,36,C,565,AGROPYRON REPENS,GRASS,60,
6.4.2019,155,NPK_H,3,36,C,566,CAREX SP,GRAMINOID,0.5,
6.4.2019,155,NPK_H,3,36,C,567,LITTER,LITTER,40,
6.4.2019,155,NPK_H,3,36,C,568,POLYGONUM CONVULVULUS,FORB,0.25,
6.4.2019,155,NPK,4,45,A,569,AGROPYRON REPENS,GRASS,45,
6.4.2019,155,NPK,4,45,A,570,ANDROPOGON GERARDII,GRASS,1,
6.4.2019,155,NPK,4,45,A,571,LITTER,LITTER,50,
6.4.2019,155,NPK,4,45,A,572,POA PRATENSIS,GRASS,3,
6.4.2019,155,NPK,4,45,A,573,SCHIZACHYRIUM SCOPARIUM,GRASS,0.25,
6.4.2019,155,NPK,5,56,A,574,ACHILLEA MILLEFOLIUM,FORB,3,
6.4.2019,155,NPK,5,56,A,575,LITTER,LITTER,50,
6.4.2019,155,NPK,5,56,A,576,POA PRATENSIS,GRASS,35,
6.4.2019,155,NPK,5,56,A,577,RUMEX ACETOSELLA,FORB,1,
6.4.2019,155,NPK,5,56,A,578,SOLIDAGO SP,FORB,10,
7.10.2019,191,NK,3,25,D,579,ACHILLEA MILLEFOLIUM,FORB,8,
7.10.2019,191,NK,3,25,D,580,AGROPYRON REPENS,GRASS,20,
7.10.2019,191,NK,3,25,D,581,BARE GROUND,BARE GROUND,15,
7.10.2019,191,NK,3,25,D,582,BERTEROA INCANA,FORB,0.5,
7.10.2019,191,NK,3,25,D,583,LITTER,LITTER,55,
7.10.2019,191,NK,3,25,D,584,PANICUM OLIGOSANTHES,GRASS,4,
7.10.2019,191,NK,3,25,D,585,POA PRATENSIS,GRASS,4,
7.10.2019,191,NK,3,25,D,586,VERBASCUM THAPSUS,FORB,1.5,
7.10.2019,191,C,3,26,A,587,ACHILLEA MILLEFOLIUM,FORB,2,
7.10.2019,191,C,3,26,A,588,AGROPYRON REPENS,GRASS,15,
7.10.2019,191,C,3,26,A,589,ANDROPOGON GERARDII,GRASS,25,
7.10.2019,191,C,3,26,A,590,LITTER,LITTER,65,
7.10.2019,191,C,3,26,A,591,PANICUM OLIGOSANTHES,GRASS,2,
7.10.2019,191,C,3,26,A,592,POA PRATENSIS,GRASS,2,
7.10.2019,191,C,3,26,A,593,SCHIZACHYRIUM SCOPARIUM,GRASS,8,
7.10.2019,191,C_H,3,27,B,594,AGROPYRON REPENS,GRASS,60,
7.10.2019,191,C_H,3,27,B,595,ANDROPOGON GERARDII,GRASS,4,
7.10.2019,191,C_H,3,27,B,596,LITTER,LITTER,50,
7.10.2019,191,C_H,3,27,B,597,POA PRATENSIS,GRASS,8,
7.10.2019,191,C_H,3,27,B,598,POLYGONUM CONVULVULUS,FORB,0.5,
7.10.2019,191,PK,3,28,D,599,EQUISETUM LAEVIGATUM,FORB,1,
7.10.2019,191,PK,3,28,D,600,LITTER,LITTER,30,
7.10.2019,191,PK,3,28,D,601,PANICUM OLIGOSANTHES,GRASS,0.5,
7.10.2019,191,PK,3,28,D,602,POA PRATENSIS,GRASS,1,
7.10.2019,191,PK,3,28,D,603,SCHIZACHYRIUM SCOPARIUM,GRASS,40,
7.10.2019,191,PK,3,28,D,604,SOLIDAGO SP,FORB,30,
7.10.2019,191,N1,3,29,B,605,ACHILLEA MILLEFOLIUM,FORB,2,
7.10.2019,191,N1,3,29,B,606,AGROPYRON REPENS,GRASS,25,
7.10.2019,191,N1,3,29,B,607,ANDROPOGON GERARDII,GRASS,5,
7.10.2019,191,N1,3,29,B,608,BARE GROUND,BARE GROUND,5,
7.10.2019,191,N1,3,29,B,609,LITTER,LITTER,65,
7.10.2019,191,N1,3,29,B,610,POA PRATENSIS,GRASS,5,
7.10.2019,191,N1,3,29,B,611,SOLIDAGO SP,FORB,2,
7.10.2019,191,K,3,30,D,612,ACHILLEA MILLEFOLIUM,FORB,3,
7.10.2019,191,K,3,30,D,613,AGROPYRON REPENS,GRASS,25,
7.10.2019,191,K,3,30,D,614,ANDROPOGON GERARDII,GRASS,10,
7.10.2019,191,K,3,30,D,615,ASCLEPIAS OVALIFOLIA,FORB,2,
7.10.2019,191,K,3,30,D,616,EQUISETUM LAEVIGATUM,FORB,0.25,
7.10.2019,191,K,3,30,D,617,LITTER,LITTER,50,
7.10.2019,191,K,3,30,D,618,PANICUM OLIGOSANTHES,GRASS,2,
7.10.2019,191,K,3,30,D,619,POA PRATENSIS,GRASS,10,
